mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,delta1_mean,delta2_mean,delta3_mean,delta4_mean,delta5_mean,delta6_mean,delta7_mean,delta8_mean,delta9_mean,delta10_mean,delta11_mean,delta12_mean,delta13_mean,delta21_mean,delta22_mean,delta23_mean,delta24_mean,delta25_mean,delta26_mean,delta27_mean,delta28_mean,delta29_mean,delta210_mean,delta211_mean,delta212_mean,delta213_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,delta1_std,delta2_std,delta3_std,delta4_std,delta5_std,delta6_std,delta7_std,delta8_std,delta9_std,delta10_std,delta11_std,delta12_std,delta13_std,delta21_std,delta22_std,delta23_std,delta24_std,delta25_std,delta26_std,delta27_std,delta28_std,delta29_std,delta210_std,delta211_std,delta212_std,delta213_std,speaker_id,class,voiced_duration,syllable_rate,f0_mean,f0_std,f0_range,f0_delta_mean_abs,f0_delta_std,jitter_local,shimmer_local,f1_mean,f2_mean,f1f2_ratio
-146.80168,29.836197,-22.593946,-12.100566,-9.533123,-27.109167,-22.897514,-21.436853,5.515431,-11.980942,6.881121,-15.197316,7.112519,0.32309398,-0.35725927,-0.15036674,0.16037221,0.048941832,-0.08704313,-0.11705638,0.107873924,-0.03486855,0.10812356,-0.03813709,0.102736115,-0.14351802,-0.17706615,0.14111237,0.034698714,0.025719596,-0.013241246,-0.03042058,0.0031980388,0.02108037,-0.04140203,-0.035001755,-0.0341177,0.03205825,0.010927315,49.259632,32.904835,25.157112,22.352808,15.209391,14.4522505,12.329978,9.298448,9.870532,8.693472,7.6866217,7.5798945,6.9300995,8.080994,7.275957,5.470124,4.907264,2.887585,2.686344,2.3149662,1.8775438,1.7613531,1.5634582,1.3899155,1.4689652,1.2081045,5.1696153,4.6053944,3.5133855,2.5221412,1.7198471,1.7274402,1.6211487,1.2072072,1.3982868,1.1193318,0.90791965,0.8869858,0.76397514,native03,native,6.1301875,6.035704454390669,227.18900012303152,39.88705501163577,379.6401026107301,4.072631628976978,22.56712683514875,0.012126831127040726,0.07306349768375242,702.3858364857138,1777.0134809161254,0.3952619628544428
-162.08897,44.161327,-26.475653,-19.093132,-15.599092,-29.067417,-18.082987,-19.543564,4.3518314,-13.556563,3.3964124,-17.550978,8.750869,0.21093623,-0.1564242,-0.031533338,-0.42675352,0.04322187,0.20990893,0.100225635,-0.07628844,-0.0983666,0.0018135916,-0.11799701,-0.04492185,-0.028715627,-0.121486895,-0.3502297,-0.22470684,0.22190961,0.10811141,-0.09727885,-0.07712103,0.12361739,0.11688248,0.080732964,-0.028368644,-0.026197689,0.007927441,48.124123,33.87402,23.207138,22.98771,20.400188,12.412184,10.842857,10.390036,8.963098,11.025571,9.472936,9.45276,8.109677,8.426145,6.1528177,4.304593,4.568134,4.163678,2.354801,2.2287307,2.2051637,1.5804865,2.5412307,1.6204306,1.7039751,1.6556264,5.177045,4.2495275,3.7227159,2.3475497,2.8856595,1.460829,1.1943945,1.3135024,1.2312288,1.3993176,1.0299081,1.0910951,1.0655234,native03,native,3.6373125,6.3233500008591506,213.56816573537125,46.8451504315109,379.12909551067537,5.217913838676826,22.942298049471805,0.01099748439003332,0.06675798845227546,718.6922596746118,1731.3037452887027,0.4151162161061268
-147.59302,41.06546,-35.043507,-15.703218,-16.306145,-25.02205,-17.191605,-22.404013,2.8236525,-13.746243,6.877899,-17.995028,6.727111,0.22525069,0.04793651,0.100001074,0.05200829,-0.098392494,0.018603798,-0.10288458,-0.05395508,-0.038038075,0.07641977,0.12944174,0.1045152,-0.10568587,-0.031001491,0.20179623,-0.01932981,0.02532885,-0.105562195,-0.023702936,-0.055000823,-0.024169672,0.035041217,0.020304136,0.024497494,0.028028723,0.010838491,59.459457,25.709612,17.61677,24.122538,15.2048435,13.586999,12.587016,7.134891,7.973041,8.845602,7.1021533,8.682687,6.8989425,7.423069,4.676159,3.1235955,4.9908714,2.8522086,2.2818244,2.1764996,1.3654468,1.6147308,1.5589743,1.2450043,1.623857,1.2907331,4.4193287,3.2993934,2.6132946,2.7906313,2.007482,1.3650014,1.4339457,0.95287293,1.2080258,0.9546629,0.97187644,1.130875,0.91872615,native03,native,4.384,6.614963503649634,212.63311097056555,28.98890652854719,145.21287447843687,2.564509721129402,4.432451951949879,0.014183307804391442,0.08071366944949326,707.7672685096232,1753.3503464123066,0.40366562789795646
-152.11102,47.751873,-31.558514,-27.918732,-11.480159,-23.226643,-20.791073,-21.40506,3.5460255,-12.812184,2.5855012,-14.577235,7.333216,0.36254176,-0.13268396,-0.0940361,-0.049489617,-0.031196186,0.08470559,-0.039002955,0.031646065,0.0663877,0.090668164,-0.05075091,-0.05405842,-0.08097472,-0.26358512,0.3118265,-0.15578479,0.10253085,-0.019728327,-0.017165024,0.03773891,-0.09413267,0.037423246,-0.0040969313,0.012147009,-0.0003668815,0.042431664,42.486298,34.02187,23.626417,17.230442,14.645595,13.024165,12.840764,10.740289,8.885684,9.247266,8.703576,9.738645,7.9493523,8.7951355,6.3526373,4.5168138,3.1600032,2.6885712,2.1890843,2.7185388,1.7485521,1.6065441,1.9452672,1.6120532,1.8707012,1.6540879,5.417491,4.352627,3.3490503,2.2329466,2.0256064,1.3468292,1.560151,1.3243368,1.0908439,1.1110529,1.0863053,1.2085131,1.0649879,native03,native,5.1093125,6.458794602992086,219.13884116418356,43.77981560759795,331.13908555074266,6.103914493133209,24.54159951419,0.015524355333455045,0.0753573521137482,744.1752106999803,1693.9551705363044,0.43931222245059487
-142.17068,42.09129,-30.36007,-22.151545,-15.033599,-31.203047,-17.075544,-21.949856,6.4193377,-14.564923,2.543491,-15.20907,6.471061,-0.29193515,-0.09999588,0.14645164,0.07884903,0.02342963,-0.02354498,0.09048802,-0.008600993,-0.041043464,0.014857933,-0.011723902,0.018816805,0.032503128,0.037131965,-0.06776447,-0.00018545838,-0.009045041,-0.008902941,0.028952504,0.007420829,0.006909919,0.0034203534,0.007987184,0.0154865,0.00761353,-0.01785557,54.706852,27.35752,21.519415,18.676144,15.546365,13.186374,10.878903,10.153356,9.597243,9.457527,9.009004,9.925847,8.170776,8.955145,5.9527802,4.156103,3.288152,2.6788783,2.569186,2.0895529,2.0619526,1.7097824,1.6434932,1.7666764,1.7571095,1.5576329,5.864425,3.5898614,3.1351268,1.7643284,1.781968,1.7277019,1.3897232,1.2928092,1.1765232,0.96062446,1.3353034,1.1801372,0.941227,native03,native,7.776,5.787037037037037,224.3069301605153,54.21062898442653,474.73259800953446,7.205794814757445,29.32090156331901,0.018012357052862724,0.09178926127423666,731.9473440234243,1767.7490455249185,0.41405613872419234
-139.40594,30.41995,-49.86195,-17.536543,-15.196523,-34.32294,1.9818026,-39.062225,7.2864375,-25.157318,-5.988379,-3.3755019,0.05322926,-0.2698945,-0.017872559,-0.23364848,0.16296104,0.15102975,0.022973862,-0.12395238,0.019404013,-0.00061887293,0.12410704,0.014077666,0.064856395,-0.098599195,-0.17946096,0.07637505,-0.011119321,0.022963092,0.045475263,-0.029943448,0.0258729,0.11491235,-0.03613705,0.050055623,-0.02274113,0.011830875,0.024658183,50.765255,32.442757,23.260128,25.096684,15.730776,15.389191,9.082433,12.403731,11.62167,8.72255,8.28987,8.229126,8.568614,8.661413,6.6328726,4.857774,5.4267154,2.8200922,3.1008599,1.8906218,2.4075677,2.3803818,1.5909438,1.5589292,1.5908873,1.6585724,5.1017594,3.821503,3.3222394,3.0161412,1.9795995,1.8329796,1.2005461,1.7457075,1.3691977,1.115899,1.0710362,1.0002904,1.1902215,native04,native,6.408875,5.461176883618419,260.54188129322904,41.31664445101578,191.9085943305493,3.91697440298371,12.373213205719164,0.011101215784953877,0.07167654013513924,862.7728016403265,1786.6559439472235,0.4828981229224356
-153.25056,27.583645,-54.293518,-24.748411,-20.953426,-34.18143,-0.61078364,-32.844856,13.531679,-21.436222,-6.554022,-2.2496326,0.86229485,0.5124233,-0.20367502,-0.19616777,0.15747131,-0.03689645,-0.18106551,0.008825918,-0.08278161,0.047025993,-0.07143964,0.05377904,-0.059134755,-0.09244767,-0.7848112,0.029562406,-0.012065265,0.07986303,0.16214345,0.05840869,0.03569511,0.012163427,-0.08140031,0.029168472,0.07658775,-0.010943952,-0.00021318,51.899807,32.46962,26.969463,22.575457,16.92015,12.073549,10.317116,10.842328,12.765797,10.306356,9.15315,7.235902,8.68681,9.454993,5.5559864,5.455154,4.433889,3.395643,2.418754,1.7086676,2.2109168,2.399794,2.2485974,1.549132,1.6002753,1.7889745,6.0310564,3.0346634,3.5919015,2.56329,2.101238,1.5557986,0.9328131,1.4449667,1.4943328,1.2823395,0.96544045,1.0381541,1.2381183,native04,native,4.0349375,5.452376895552906,282.8072884071434,50.95321767950958,200.39684967593158,4.753998557867186,12.869322175054315,0.017126750252051754,0.07226101441339444,859.5193541227173,1745.8101936107407,0.4923326471963323
-139.29114,31.040392,-61.510998,-20.69278,-22.277508,-26.262932,-0.22982538,-35.410854,8.683384,-21.838942,-3.210931,-0.9163737,1.2656615,0.5705074,-0.101192184,0.069812864,0.11194328,0.04733064,0.038411897,-0.02383451,0.08707279,0.14365366,-0.08378756,-0.06547985,0.10610863,0.15566337,-0.041465018,-0.04592041,-0.020876924,0.04021708,-0.06939214,0.02507341,0.021716733,0.04620485,-0.025429089,0.030742753,-0.028631462,-0.004261387,-0.058497705,46.851887,27.647194,19.937344,21.755838,15.779823,12.513425,9.737824,12.043061,10.557047,8.166554,8.520989,7.366993,8.531474,5.7681966,4.9209113,4.1539207,4.493246,2.7272165,2.3203528,1.5472631,1.8305714,2.2156518,1.6108512,1.4939003,1.3958524,1.4732205,5.0024667,3.0263543,2.9406087,2.5334923,1.899206,1.6356995,0.94736683,1.3523844,1.4597898,0.9044606,0.93528056,0.80247027,1.0352843,native04,native,5.39075,5.00857951119974,281.8769426732226,56.43170286824291,263.6103988880755,6.22364811290845,18.896461162143094,0.01769347146510631,0.07965540311690557,936.4151990484609,1769.4532517388868,0.5292116071041841
-153.50053,32.302128,-46.12355,-27.416328,-17.65069,-24.733343,-0.5407469,-29.805513,6.89531,-18.590883,-7.9553185,-1.3114967,1.0249461,-0.5387624,0.20896551,0.049907748,-0.04980645,0.06969218,0.04787617,0.001663944,-0.06022016,-0.022757946,0.018465938,-0.029236626,0.0066500823,0.01659773,0.1347723,-0.08955651,0.03002488,-0.026497753,-0.016601562,0.058686107,-0.0034559784,0.06257569,0.011859209,0.013908863,-0.025724318,0.039412085,-0.036310542,52.552235,32.239094,27.343843,22.670448,16.295103,13.278047,12.020929,13.259996,12.580723,8.778908,7.866519,9.328447,10.87231,8.479543,6.1404123,5.483044,4.3302283,2.3462448,2.3334846,2.2982047,2.2633765,2.2084544,1.5243827,1.4777646,1.6084594,1.964198,6.1928825,3.3852422,4.1747093,2.6069515,1.9435272,1.5988276,1.2458163,1.8538965,1.5067341,1.0507468,1.167656,1.144235,1.173195,native04,native,5.8759375,5.105568260383981,294.0666714242523,80.98730158456567,401.23974947608707,8.020294073172748,25.72785197255832,0.019361630965267357,0.07694403096655265,882.749115956303,1702.3398660443165,0.518550457264168
-145.64124,30.97831,-46.07099,-22.659973,-17.359894,-28.550758,1.5769486,-32.491936,7.293094,-19.228922,-9.061137,-5.1560597,0.7471097,-0.1226555,0.094934136,-0.008170614,-0.0016680497,-0.051012892,-0.026779702,-0.074830845,-0.028964244,0.046694938,0.19516729,0.049799003,-0.061716303,-0.077463135,-0.17136005,-0.052996196,0.07001818,0.030146662,-0.003112582,0.011385822,0.0035615517,0.045224447,-0.009149941,-0.005939025,0.0018757582,0.016315738,0.022435892,55.57612,34.39917,26.212786,27.491215,16.616531,15.24363,11.253888,12.155593,13.265854,10.305156,8.0332,8.134969,8.587431,9.439306,7.031092,4.4523063,4.673988,2.8078165,2.979948,2.1882284,2.4380493,2.4257398,1.9357041,1.4907923,1.6490177,1.5635127,7.662977,3.9689212,3.641219,2.759586,2.0150363,2.1942039,1.4443423,1.8053145,1.4962978,1.1946666,1.0859627,1.0903205,1.1403849,native04,native,6.648625,5.113839327680536,283.0048450284028,82.5207183557831,425.54419155461926,8.697418202811871,29.162592542032773,0.022283353871799517,0.08081838037406257,860.5816285513724,1762.184718892058,0.4883606237900234
-173.0409,35.686543,-12.332179,-26.69154,15.077384,-29.884539,-1.9548194,-19.282755,-2.3240116,-0.38569298,4.1497207,-6.1014724,5.2254467,-1.083053,0.11970981,0.21272518,0.36206618,-0.12795836,0.051556285,0.065546535,-0.032372538,0.048823427,-0.033409517,0.017609062,0.053023063,0.04821905,-0.28632748,-0.017548794,0.01861501,0.1379233,-0.025718128,-0.005295749,-0.030021047,-0.03884006,-0.007417814,-0.060313188,-0.027357394,0.023357932,0.026620384,54.99985,43.11743,25.664885,26.01962,15.57715,17.302393,9.822809,10.094888,13.204868,9.290973,7.1780257,7.3626876,6.55928,12.601588,9.141146,4.9603996,5.347676,2.6726391,3.5027585,1.878354,1.8061736,2.32137,1.8311071,1.3725587,1.363623,1.2611387,7.8998394,6.1337733,3.2158535,3.1794403,1.7375388,2.0735106,1.2585104,1.2987652,1.6379491,1.2435126,0.8672503,0.9307667,0.83325064,native05,native,6.528,5.821078431372549,197.99711313480913,37.17203817138458,136.0064964561529,2.187994810355691,5.88758202261035,0.008011553568542747,0.06196237282200892,761.444007104845,1729.647615546957,0.4402307153553111
-168.39983,32.72562,-1.4528673,-29.094048,6.7357044,-30.841597,-6.9539175,-19.507483,-2.3609507,-1.2130541,-0.1916767,-6.192924,4.628189,-0.12280281,-0.4150965,-0.33878154,0.2183971,0.6254515,0.13061999,0.32039014,-0.25330177,-0.111373544,-0.13304204,-0.07033429,0.21381685,0.022052154,-0.45508662,0.38872758,-0.010298369,-0.19327043,0.12815896,-0.04812044,-0.0668947,-0.016218048,-0.039212808,0.025416039,0.08662951,0.013564415,-0.0019143549,54.21078,46.915028,27.051453,31.932896,21.563114,14.880693,10.4869175,11.050934,9.544259,9.344541,8.07211,7.5291476,8.015581,9.647304,9.135612,5.5507503,5.877762,3.8919797,2.8610947,2.4045258,2.0213506,1.7499214,1.7236189,1.3607537,1.4422678,1.552675,7.120274,5.420534,3.9622257,3.1657104,2.1281857,1.6848273,1.4521515,1.45387,1.2524103,1.3677702,0.9705915,1.0765475,1.080935,native05,native,3.488,5.160550458715596,193.90795548708874,31.129299372769033,135.66318256410727,2.5526475577870005,5.708442956037142,0.009656173966219607,0.07966216061485983,771.7063873861517,1711.44318229649,0.4509097324228094
