mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,delta1_mean,delta2_mean,delta3_mean,delta4_mean,delta5_mean,delta6_mean,delta7_mean,delta8_mean,delta9_mean,delta10_mean,delta11_mean,delta12_mean,delta13_mean,delta21_mean,delta22_mean,delta23_mean,delta24_mean,delta25_mean,delta26_mean,delta27_mean,delta28_mean,delta29_mean,delta210_mean,delta211_mean,delta212_mean,delta213_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,delta1_std,delta2_std,delta3_std,delta4_std,delta5_std,delta6_std,delta7_std,delta8_std,delta9_std,delta10_std,delta11_std,delta12_std,delta13_std,delta21_std,delta22_std,delta23_std,delta24_std,delta25_std,delta26_std,delta27_std,delta28_std,delta29_std,delta210_std,delta211_std,delta212_std,delta213_std,speaker_id,class,voiced_duration,syllable_rate,f0_mean,f0_std,f0_range,f0_delta_mean_abs,f0_delta_std,jitter_local,shimmer_local,f1_mean,f2_mean,f1f2_ratio
-142.0828,53.84689,-11.963665,-24.414328,3.575499,-25.8013,-5.50863,-22.122807,-3.1418207,-2.228194,1.8084143,-9.957346,1.4895215,-0.50141746,-0.18437728,0.19379948,0.27393103,0.2409331,0.12395291,0.11614792,-0.0959196,-0.0365811,-0.13729987,-0.037222784,0.13566452,-0.039683744,-0.84407544,-0.17985521,0.24185067,0.019119205,-0.045301307,0.17872246,-0.09465288,0.069444,0.11643162,0.0005998429,0.078552715,0.08966729,-0.04605216,53.712414,32.551434,20.491665,30.59882,17.679722,15.683317,9.639865,10.162418,11.231334,9.893312,8.081397,8.522655,7.0183043,10.978379,6.6707172,3.666627,6.650853,3.0628371,3.0345235,1.7101896,1.6831851,2.1975126,1.851378,1.4465517,1.6014824,1.3526868,7.810658,4.122807,2.8526556,3.9171793,2.1202285,2.0914516,1.3837485,1.1270773,1.3026023,1.1618458,1.0400611,1.0840713,0.97697777,native05,native,4.176,4.549808429118774,189.20228494511628,35.06119997590329,158.5667042912567,2.8346755427129118,6.131136730033181,0.01631260864181469,0.07750982353978526,673.2312193400693,1625.804710341557,0.4140910744431498
-169.31682,39.65415,-10.172622,-29.837646,10.866802,-21.470917,-5.933208,-16.873243,-3.83116,-1.1804482,4.2669296,-10.596291,2.8600838,0.053551972,0.828913,-0.279458,0.0973078,-0.16279595,0.09506765,-0.14574419,-0.08333094,-0.031188942,-0.17780662,-0.06670003,-0.02626216,-0.04275916,-0.41852254,-0.16974841,0.36526048,-0.034663048,-0.0038045847,-0.041644968,-0.06694013,0.06069055,-0.03921967,0.009844088,-0.016301194,0.022801664,-0.013330451,65.24633,48.779537,26.415401,23.160166,13.144263,15.481646,11.206589,11.855491,12.342112,10.956175,6.0672913,10.299158,6.8774447,12.302456,8.859863,5.4404397,4.503771,2.068966,2.8797,2.2819388,2.224864,2.3362038,2.0072231,1.1882137,2.0715294,1.344797,8.0024,5.3915668,4.496462,2.6494792,1.758123,2.1358304,1.5646769,1.2523437,1.5857916,1.1193764,0.68560225,1.1540139,0.84398717,native05,native,5.232,4.969418960244648,199.15113779300802,51.46793414891421,327.44558477686223,5.882015152703799,25.13349809996449,0.012734450543708102,0.08630251637296212,758.8636815265828,1630.2880090285987,0.4654782942179333
-145.80037,34.129684,-9.801381,-23.515507,9.607425,-22.582489,-9.129036,-14.424167,-0.9666963,-0.534075,0.39694625,-7.1178656,2.044332,-0.31162292,0.64500135,0.30497128,-0.21852814,-0.16331057,-0.07564017,-0.045727775,0.03385875,-0.16596507,-0.029912746,-0.0014371081,-0.045873553,-0.00092103076,-0.26999375,-0.17534108,0.056885738,0.08928681,0.028331378,-0.012724289,-0.0072746403,0.043734383,0.06345623,-0.0050096037,-0.018784154,-0.035687797,0.0055227787,72.939995,38.31741,25.047703,26.952768,15.053719,15.379966,9.960285,9.734992,11.715928,9.140626,7.5645185,8.598818,6.3191056,13.383747,7.974902,3.930728,4.939329,2.700493,2.8421967,2.03837,2.02408,1.7860317,1.660393,1.5785654,1.5931804,1.2654635,7.8898335,5.1880164,2.6947575,2.9019618,1.7272286,2.1589246,1.1933112,1.3057532,1.7505118,1.0805758,1.010362,1.0454302,0.8456808,native05,native,6.144,5.045572916666667,186.01145968611647,35.325361717502844,131.44855060226584,3.710174504974544,8.065629913270339,0.0160601511726099,0.07593843768563936,805.8583632821712,1736.4853582028354,0.4640743784423206
-168.79655,61.034863,-13.949977,-4.084568,10.256631,-29.331078,-5.43426,-31.747766,-2.3659203,-15.538388,-2.6961563,-1.0448126,-5.155286,-0.94176,-0.24140893,0.18788376,0.11709808,0.20972852,-0.027692776,0.0319456,0.07850667,-0.055912748,0.025304811,-0.065153114,0.0005467424,0.06794475,-0.8165467,-0.30496138,0.19890946,-0.040729314,0.02433771,0.113970384,0.011877472,0.055702765,-0.0079309195,0.026108291,-0.014653926,-0.053791746,0.063313596,78.96175,47.744625,26.710215,23.15343,20.570162,17.861877,15.249922,14.983541,9.395563,10.375877,11.551977,9.982126,8.768799,16.365301,9.731658,5.5422487,4.508968,4.0678434,4.001596,2.9289067,3.0253947,1.8211323,1.9971269,2.2330437,1.7133632,1.6096473,9.952257,7.3544917,3.5639567,2.6640272,2.7781053,2.2248745,1.6830989,1.9952921,1.1558197,1.359023,1.3859367,1.246384,1.3177906,native06,native,6.56,5.335365853658537,146.2278555253293,49.05490620387724,397.20212210870267,5.19340302751651,32.980047309523556,0.016300270401647755,0.07266421775101728,719.3345710583201,1695.726319835717,0.4242044029416313
-188.72647,60.508675,-6.2913613,-4.458585,5.6281786,-30.57296,-7.352986,-30.791426,1.0362296,-13.222345,-4.8098407,-3.3979797,-6.7578382,0.48930636,-0.17646301,-0.57805145,0.6042639,0.9982012,0.40492794,-0.08564013,-0.09644383,-0.3480197,-0.018796483,0.13566414,-0.09872118,-0.17415887,-0.3304066,-0.16548486,0.08231124,-0.03523234,0.0694754,0.18178476,-0.07202723,0.048973322,0.013405895,-0.009553828,0.10797054,0.066389486,-0.0025247638,69.132675,59.888397,25.967846,27.804916,27.851334,16.78898,14.240246,14.106196,9.095585,11.424293,11.672661,11.132569,9.217285,13.639,11.15347,5.4260073,5.4772797,4.3758817,3.3758519,2.7902362,2.4447076,2.0182493,1.8656616,2.3706336,1.8210392,1.7773422,7.744477,8.282468,3.842101,2.9557776,2.2457943,2.532227,1.8055806,1.6798339,1.2301286,1.5056301,1.4747524,1.3970602,1.4824386,native06,native,3.504,6.2785388127853885,147.08568405458416,61.39768633433576,510.7319909919636,6.450793092948901,43.07773757032422,0.01264489735181547,0.08710620338943297,717.0407172260087,1680.025896756567,0.42680337166844684
-190.14319,84.8219,-19.856243,-7.5451975,-1.920332,-31.33995,-0.34004655,-28.33922,-3.229634,-13.16063,-2.946683,-1.004802,-6.6879396,0.005102736,-0.33046353,0.05443504,0.566373,0.45533082,-0.0064851143,0.0026889923,-0.00011361645,-0.17064296,-0.11073898,-0.031142868,-0.056882355,-0.024440655,-0.86292034,-0.27474537,0.012592592,-0.014745134,0.17098035,0.0856665,0.024694595,0.12297137,0.042878654,0.034819223,0.10047436,0.034685,-0.00033061736,75.16349,37.3691,26.615631,25.538593,28.555746,16.523508,13.249382,13.221472,8.940946,12.102168,13.545616,9.925503,9.25075,14.673061,7.799887,5.465136,5.0767345,5.4844327,3.065745,2.1900737,2.699802,1.5443139,2.0444767,2.4178443,2.0525396,1.7258966,9.607372,5.0677385,3.324587,3.1359272,2.9625309,1.7804011,1.5984796,1.6763438,1.1073564,1.1517488,1.3418878,1.3419536,1.1498663,native06,native,4.928,5.275974025974026,150.988777125377,65.2224256555639,491.5841271615946,4.660694546931744,31.104059510519754,0.016695923843540808,0.078292077907092,675.0070579379387,1555.6372967042876,0.4339103076070382
-182.5715,74.859825,-5.973709,-13.738675,-1.0506582,-20.979301,-4.5062895,-24.268589,-1.9947478,-13.984755,-0.10063151,-1.8189739,-3.8864326,-0.8541895,0.9403041,0.05964916,0.025472147,-0.11471792,-0.20504828,-0.05612176,0.040738262,-0.03249081,-0.007048388,-0.13043106,-0.05343952,0.019330394,-1.2758356,-0.34277362,0.19281176,-0.025457913,0.11396437,0.07890479,-0.002114094,0.14690092,0.052012842,0.043861456,-0.059398007,0.027416656,0.11967533,78.35032,55.081566,21.379944,18.427504,22.637262,15.378139,12.958482,14.206584,11.868017,11.7822275,8.914905,8.532104,10.004393,15.117465,10.961641,4.411306,3.2948365,3.3578498,3.024118,2.311893,2.9541256,2.5314229,2.214663,1.7170602,1.4870797,1.7842797,10.344657,6.800728,3.7292044,2.2193713,2.180547,2.0448425,1.4930105,1.8977394,1.4595226,1.5014412,1.3087676,0.9256466,1.3075868,native06,native,5.408,5.732248520710058,162.84374556255767,92.20739995160135,505.29668158192953,12.9736351730465,59.01449873013998,0.01848408842816782,0.07431316347769834,712.1791154160431,1565.3497305604758,0.45496485642288154
-180.66885,64.20225,-14.35433,-6.379963,0.64583707,-27.516193,-7.706975,-27.34565,-0.82822263,-11.844691,-1.2009389,-2.765499,-3.2578895,-0.78235334,0.25120565,0.17001513,-0.12782748,-0.13365293,-0.08848579,0.048218206,0.17803906,-0.005394741,0.055086352,0.011977854,0.064335324,-0.01597243,-0.18832256,-0.2801014,0.122184694,0.05186775,0.022734102,0.097140364,0.024730815,0.028177876,0.020714583,0.02786779,0.024029914,-0.010347691,0.042276938,75.33947,48.526665,29.163458,23.17751,24.647455,17.515934,14.052465,11.817933,9.647371,12.169863,10.45825,9.877173,9.398162,13.635758,9.737081,5.7363806,4.5532517,4.6277843,3.1578224,2.2784925,2.262932,1.783604,1.9658371,1.9967211,2.0244281,1.9067254,9.430325,6.154533,3.9558306,2.6839368,2.5179496,2.0187662,1.6554238,1.4649178,1.278308,1.413584,1.2963208,1.2259412,1.1721683,native06,native,8.032,4.9800796812749,147.17442034151853,29.30473164911847,314.03552735054313,3.795973746482153,16.985060431540635,0.018562151642597245,0.07804397360109908,759.8640873306598,1656.186296422972,0.4588035107957437
-157.3178,28.068775,-2.8156266,6.8010354,8.8612585,-16.022058,2.1959624,-18.822617,1.3131299,-12.69909,6.2103314,-2.9801774,3.7112782,0.45439517,0.0579111,0.12166452,-0.05122429,0.034376394,-0.09555031,-0.06620482,-0.008246338,-0.08013802,-0.06735632,-0.012588882,0.0103708645,0.0018336857,-0.049973406,0.0027376728,-0.041491408,0.02292459,0.010017387,0.051656175,0.0377063,0.00019810074,0.034226276,0.053695105,0.02988855,-0.024574842,0.0046052537,71.73547,44.773937,21.851221,25.744755,15.46395,15.555673,11.9115305,15.592007,9.489827,10.936852,7.7786617,7.4098377,6.219432,14.067605,8.728068,4.2525234,5.38146,2.9152386,3.0212305,2.3563058,2.8691216,1.6300462,2.1014533,1.3541162,1.3044486,1.1522213,9.013999,6.584403,3.050786,3.4986432,1.9820714,2.0266163,1.4964683,1.9836013,1.270208,1.5259707,1.0773205,0.9514531,0.87036663,learner01,learner,7.264,5.368942731277533,114.79783331170808,30.497515519632984,342.8948814216265,3.335583710017481,22.225599335040602,0.015288023079330372,0.06545661574306881,881.4198743841665,1895.6439077659948,0.46497122733505086
-131.20645,21.149698,8.551844,1.3699484,3.3181415,-12.465984,12.463186,-20.394444,7.301916,-14.610908,4.295411,-5.542014,4.394422,-0.5923211,-0.36036655,-0.42803732,0.05082736,0.3228637,0.21519175,-0.007920931,0.3614676,-0.34946057,-0.071931146,-0.011151184,0.007893362,0.024885297,-0.43414232,-0.16289805,-0.15855606,-0.1431457,-0.011449972,0.2607695,0.07842243,0.020456472,0.023315944,0.08406796,-0.038882084,0.026136009,0.036116395,54.86549,54.71672,22.156435,29.712435,19.903147,18.577065,17.926685,14.810501,13.417985,9.237431,7.928618,8.391123,8.638909,11.623751,9.532545,3.8598905,5.798884,3.767365,3.573616,4.18286,2.595174,2.0668797,1.6992663,1.5297542,1.7715755,1.6896272,6.466433,6.789951,3.443708,3.5275955,2.0784104,2.559776,2.6689296,2.090397,1.3162116,1.4830934,1.0841259,1.2527611,1.2106442,learner01,learner,4.0,5.5,126.2580470012934,75.06549818064491,495.7410245907143,9.570146559301659,57.087279556691186,0.01841916110032007,0.08876265937882409,949.4040928832759,1968.9845261296114,0.482179560217011
-143.122,37.95048,-7.582944,-1.2183493,11.675177,-13.662055,15.401663,-22.325205,-1.5561699,-5.845362,1.3882145,2.2602298,-2.0593865,0.3952068,0.0041818144,0.012147246,0.10396889,0.0010349795,-0.005254402,-0.030395614,0.052948993,0.026602503,-0.022596667,-0.021425923,-0.0149163995,-0.017282842,-0.14282225,-0.008335523,0.052753627,0.0015639666,-0.046664868,-0.00950611,-0.003610072,-0.015705014,0.0050599976,-0.014831746,-0.0047345622,-0.019277146,-0.0066415044,95.85647,39.0284,18.51819,25.802883,17.124481,16.110708,14.926055,18.603325,11.514708,10.35372,8.11243,9.512627,9.879708,13.171985,8.000303,3.7086086,5.559894,2.714294,3.170432,2.763214,3.3225584,2.1387532,1.8326819,1.4191699,1.7951267,1.6624483,7.517014,5.8494263,2.458459,3.6844985,1.8217318,2.1243987,1.8445088,2.1050687,1.2585164,1.3937246,1.0248309,1.2794245,0.99562377,learner01,learner,5.12,5.46875,120.87581130418378,25.539550483055503,211.43104868586167,3.315380027622086,16.53105286575576,0.016381132577152107,0.07299375282629358,970.7060395299843,1903.3863210464744,0.509988975331237
-160.87534,27.963837,-4.8047557,-3.4901092,3.2736692,-10.038483,12.973906,-16.443203,3.8385773,-10.75926,4.5912733,-4.300729,3.1650183,0.7726948,-0.25910786,-0.011633352,-0.1917677,-0.00047756088,-0.13319962,-0.09050793,-0.056527898,0.00839703,-0.057616383,0.04744514,-0.04201685,-0.02643346,-0.30908763,0.4822199,0.056526817,-0.0009791089,0.120356716,0.06518987,-0.062241472,0.032634173,-0.0029489752,0.034294724,-0.0057779592,-0.017550027,-0.022275189,77.01419,57.747864,20.686037,26.375395,20.700712,12.826236,14.083724,14.691729,12.472955,11.020163,7.582676,7.315229,8.809758,15.571952,12.299817,3.5885735,4.5206113,3.6298544,2.4264874,2.2646916,2.681515,2.1429348,2.0857558,1.4145349,1.351037,1.6661615,8.593041,7.281854,3.215698,3.0124865,2.4563286,1.4776868,1.7000905,2.2182276,1.3397554,1.4979483,1.057445,0.98280185,1.1956664,learner01,learner,6.272,5.261479591836735,124.75215225272832,58.838103453927424,485.730579604756,5.911520250996584,41.457701037890935,0.013151429599506367,0.06562474671709315,1026.367046663681,1885.295680994177,0.5444064063852545
-164.73268,21.5664,-3.3665752,6.346745,3.3360915,-16.855732,10.170392,-22.576363,1.6368588,-11.852656,1.0274189,-2.101,-0.6183934,0.46715477,1.0476794,-0.018502148,-0.09325289,-0.12971488,-0.23218098,-0.14793286,-0.02696356,-0.07882909,-0.06893649,-0.0738144,-0.06362105,-0.08272898,-0.3037196,-0.03663168,0.17745365,0.038049504,-0.05004647,0.047719833,-0.01175529,0.0251427,0.07602305,0.03281185,0.019741703,0.020938167,0.0002494335,94.048164,45.950665,24.19066,26.66404,16.823536,16.191177,13.401726,16.699226,11.664809,10.296064,8.266061,8.301767,9.527169,14.237591,10.835966,4.206797,5.1431546,3.289485,2.9796999,2.7299573,3.0646904,1.9244993,1.9092625,1.4204999,1.4737726,1.7230049,9.959698,6.4740553,2.8642962,3.4222698,2.2992585,2.056455,1.7897627,2.2397304,1.2696526,1.6059462,1.0696107,1.0692959,1.4129218,learner01,learner,7.024,5.41002277904328,117.5780473874722,32.00387593689432,385.0983295599791,4.729517555621308,29.571627668857342,0.01778003517615188,0.06734089838833329,978.5282493039966,2028.105661810029,0.48248386054535586
-157.48668,64.05907,-26.81422,-5.9178753,2.4018657,-16.139114,-3.3731675,-14.853733,-0.38885894,-13.602694,6.0856276,-1.0714567,0.7005953,0.28387058,0.013555011,0.05779035,-0.020130891,0.052933063,0.026715122,-0.0037075535,-0.043301176,0.01269919,0.014320092,0.024902957,0.010530858,0.029921664,-0.021766998,0.08795043,0.06470419,0.04203938,0.015845064,0.028703198,0.04838104,0.026536033,-0.0095087,0.026601315,0.00031380012,-0.010385304,0.009165295,83.50819,35.116436,21.827202,23.999712,17.787714,12.860246,11.447716,11.360688,11.066925,13.898753,10.644134,8.5681305,9.296886,13.732135,6.922551,3.897017,4.6539717,2.9268525,2.434142,2.0869758,1.8155452,1.8424677,2.6279607,1.8550752,1.4701593,1.6666363,8.691685,5.0862947,2.625656,3.145948,2.1252596,1.4915879,1.2528089,1.1715075,1.2653774,1.5302765,1.1363038,1.1191572,1.2460811,learner02,learner,7.776,5.015432098765432,144.89958539462373,62.47348149934512,462.64845115608847,6.067376916061486,35.74918576010897,0.018419756779751488,0.08472401315129255,811.3252945196697,1717.1506133312644,0.4724834782813269
-191.25258,54.42932,-21.99291,-14.5851345,-1.5033702,-16.4392,-2.6163733,-21.232906,3.8157089,-12.98565,2.4298253,-5.0894074,0.9239433,1.0001051,0.28847256,-0.3366389,0.1737084,-0.0401675,-0.18454446,-0.1139213,-0.15396474,-0.20035128,-0.21889831,-0.031615086,-0.059694316,-0.054026935,-0.41653505,-0.1993133,0.097390555,-0.085724615,0.025974771,-0.0038382476,0.10811455,0.11889332,0.009305718,0.10836721,0.040669203,0.04601306,0.04711998,106.61033,39.148468,22.259264,23.761057,25.420649,13.928486,13.890735,13.233212,8.758668,13.736604,8.181071,9.503683,9.729466,13.095379,7.1010637,4.480334,4.232966,4.761496,2.2851303,2.5405653,2.0868013,1.4481442,2.091149,1.7383074,1.7378627,1.7497431,7.6033583,5.6372466,3.250744,2.8249087,2.3572333,1.4461999,1.6462847,1.6175052,1.0492973,1.4222614,0.9585399,1.1873683,1.2099766,learner02,learner,4.416,5.661231884057971,153.33717263170323,45.85932113365149,329.47242638836894,5.150888499488782,30.026366475998245,0.014140835955011932,0.08049592298747163,848.455926173419,1729.2769129615524,0.4906420248914079
-161.3647,62.971024,-30.935482,-12.272353,-5.0369534,-13.128605,2.5087676,-18.927683,-0.16889828,-12.844506,1.3376411,-3.133804,-3.818372,1.0236034,0.074763045,-0.03888032,0.17504612,0.014886553,0.021916201,0.0016826072,-0.05489168,-0.0926739,-0.14622901,0.00088831637,-0.059587743,-0.020573199,-0.3760592,-0.028950863,0.07189955,-0.01918086,-0.007884518,0.017672976,-0.04198269,0.03255999,0.042993832,0.05090278,-0.0019286344,0.019778349,-0.0043640737,87.60996,34.55421,22.324158,23.765686,21.856434,11.49776,11.434027,12.982021,10.362514,13.757956,9.457607,9.310628,9.311395,13.413869,5.7382483,4.499647,4.9022894,3.8406868,2.196843,1.6000825,2.0228972,1.6607292,2.1939182,1.8166306,1.2044531,1.6548965,9.046263,4.368441,3.2272584,2.8869324,2.253179,1.55587,1.2600833,1.3533386,1.2882891,1.4200851,1.0356581,0.90818584,1.1100249,learner02,learner,5.824,4.8076923076923075,162.9260983218976,81.29009452146695,456.456107629768,7.513167263112561,41.111796843863544,0.01840410633965128,0.08435014328713436,859.4094129518162,1678.7347329429954,0.5119387810873387
-182.67393,61.6015,-23.831635,-15.047726,2.3200645,-11.660041,2.786431,-14.96092,1.8157029,-7.7759004,7.2335896,1.4397568,3.107435,1.067058,0.032584712,-0.015240453,-0.08661677,-0.14956371,-0.063371815,-0.0750042,-0.08133229,-0.07246581,-0.084792964,0.005906818,0.010852071,-0.0019653481,-0.15976693,0.11482602,0.055714596,0.012824255,0.01299427,-0.026348734,0.01895866,0.043725643,0.039597113,0.046547003,0.0015710006,0.0029607022,-0.01380462,96.471855,44.138344,22.790525,18.76618,19.63054,11.46248,13.710133,10.849156,10.395168,11.666082,8.898096,7.675066,10.33549,14.100156,8.552625,4.5980873,3.7070744,2.92707,1.9687161,2.8208268,1.836857,1.7761418,2.230156,1.6369185,1.3433728,1.7502022,9.312936,5.720335,3.6724064,2.4727345,1.9632626,1.4899598,1.6018273,1.4523481,1.1719666,1.3121767,1.2151508,0.8885452,1.2980639,learner02,learner,6.192,4.683462532299742,163.12555030302107,77.13224019897234,405.67486319288923,7.340851089415325,38.035260718517456,0.018110447236483015,0.0773654880932222,869.5615281996917,1659.0284417949053,0.5241390119019972
-172.52248,55.983196,-26.652573,-10.638286,1.9057628,-14.310752,0.03496179,-17.176126,3.8083997,-7.315776,4.208797,-1.2858515,0.011210183,0.7812103,0.18538043,-0.04456647,-0.122084886,-0.24966575,-0.13875474,-0.04101606,-0.09866941,-0.04857005,-0.079946026,-0.021519048,0.0059676133,0.02299236,-0.37270907,0.17579569,0.039374925,0.05275608,0.068038054,0.020881357,-0.026463354,0.03425646,-0.006448696,0.0037428492,-0.011324028,-0.010229721,-0.0077782418,100.32979,36.046772,25.861454,25.447672,19.833693,12.053729,14.669164,13.221247,9.916807,11.405303,9.08309,8.295161,9.1930485,14.415773,6.419528,4.4327135,4.8124247,3.850926,2.0403328,2.746812,2.0459158,1.9815413,1.9787549,1.6795533,1.3352402,1.715556,9.671701,4.6162086,2.908759,2.3377783,2.1926217,1.5253474,1.513338,1.2853671,1.4041101,1.2228539,1.0336256,1.0981554,1.2144412,learner02,learner,8.224,4.742217898832685,151.5757177371456,46.98050216947415,444.2832752455524,9.056671116732984,46.36303727414456,0.01685999253046624,0.07271786197704969,936.1124944818889,1738.3323408641959,0.5385118095521995
-125.74813,39.556267,-33.72859,-5.4380903,5.059327,-32.95156,8.755719,-33.169712,2.968734,-16.511656,-4.6577635,-1.5937108,-6.1272273,0.1930088,0.007441618,0.064323016,0.13431805,0.0072933235,0.060165234,-0.045385633,-0.10389481,-0.11819557,-0.059527457,-0.020700548,0.023361556,0.023933908,-0.20149365,0.0048809364,0.048939563,0.063512854,0.04506552,-0.028624063,-0.01348499,0.06095252,0.00014698651,-0.025975278,0.005576125,0.028221881,0.0288316,73.82573,40.34344,26.804287,26.589642,21.899372,15.513991,15.534497,13.776155,11.329159,13.05242,12.09367,9.171354,11.801343,12.518391,8.319464,5.2944613,5.696372,4.6120825,3.3989654,2.6484797,2.674311,2.2821345,2.5013113,2.6870856,1.8699459,2.2471204,8.1413965,5.2124367,3.790223,3.833691,3.0740721,2.111725,1.5797787,1.7492822,1.4428616,1.6203831,1.5354804,1.2624205,1.5463855,learner03,learner,7.808,5.5071721311475414,145.59696189024726,54.77412482825182,461.17336097916643,8.167421321798214,43.68736458037681,0.014920285108959215,0.07373515622543003,1007.1036308569567,1975.2877368345362,0.5098516089969117
-137.29602,31.869408,-30.787876,-10.167918,-0.9424727,-30.091602,4.057828,-31.54591,6.9024205,-12.616112,-3.0719712,-0.9714532,-4.980001,0.23642957,-0.02346596,-0.19334346,0.010587218,-0.031924658,-0.038496144,0.023264308,-0.005779261,0.044213273,0.017765092,-0.07000217,-0.099942945,0.016390974,-0.03377441,0.04325606,-0.021376453,-0.07418286,0.0037738453,0.053336278,-0.009042139,-0.013491324,0.0017922199,-0.010013099,-0.056229267,-0.030924592,-0.015981855,83.147156,35.647354,23.101145,28.754045,22.969576,16.757357,14.227243,12.4747305,8.09148,11.775224,9.444991,7.1941743,8.53995,10.03759,6.4131193,4.6782694,5.2895956,4.19599,3.1752934,2.833901,2.5124593,1.5573949,2.2712858,1.5873643,1.1227599,1.76143,5.92127,3.7028174,2.9976497,3.1877491,2.276986,1.7030696,1.8626142,1.6341282,1.040507,1.1832256,1.1323406,0.7819957,1.2202547,learner03,learner,5.248,5.716463414634146,149.67978318979507,37.95945020833478,312.1543397344095,4.65353551785026,25.438351534129993,0.01646478730680895,0.07174040609060389,1005.9093940886141,1882.7215849049562,0.5342847302297193
-142.2309,53.857845,-34.10011,-10.100739,1.4141219,-33.058083,9.748131,-33.946842,1.1443461,-15.071917,-3.5027728,-4.1527286,-3.890111,-0.8458486,0.007262255,-0.05463703,0.21139641,0.14573449,0.109356634,-0.14998531,-0.09566068,-0.004257268,0.03599457,0.035166446,0.00056611164,0.005990659,-0.3672809,-0.026298707,0.07317449,-0.06572879,0.07983156,0.07860439,-0.06528516,0.07573602,0.029415624,-0.012003964,0.08450937,-0.037278287,0.050533377,80.487816,36.968235,24.792698,24.846825,22.72349,15.873385,13.315517,9.7479515,9.140014,10.589412,10.002629,8.107009,10.128014,11.979152,5.8975816,4.792373,5.0383124,4.1577077,3.0682406,2.3325768,1.9221513,1.6227034,2.272473,1.8699394,1.580661,1.6669772,7.326878,3.455866,3.1754532,3.0160782,2.5174458,2.081911,1.7178319,1.407881,1.209565,1.4001065,1.2927583,1.0006136,1.0176743,learner03,learner,6.016,4.654255319148936,146.27552916072602,54.881592271427024,437.9078539704044,5.803617492510788,33.544974551095976,0.013904089329382287,0.0786627465890268,858.4533166396656,1707.8513312459963,0.5026510802982858
-131.73866,46.360535,-31.821209,-11.827793,-2.303057,-30.32914,10.222785,-33.05789,2.9024324,-12.386796,-1.5967451,-5.8315926,-4.05056,-0.58765936,0.568897,-0.3152277,0.10296538,0.08761302,-0.08471887,-0.037962947,-0.08319672,-0.05081291,0.013377057,0.006918912,-0.0163707,-0.074068375,-0.42839462,-0.019004904,-0.008616671,-0.028438294,-0.014734285,0.0029046356,0.026168339,-0.015024681,-0.018633682,0.017192194,-0.011504153,-0.019212801,0.018997677,68.93806,43.001453,25.13055,18.565178,23.041502,15.512626,14.79599,11.155439,9.360553,9.696367,9.340034,8.800141,11.33838,12.482992,8.056476,5.7458477,3.8887007,3.8966138,3.2942097,2.7941341,2.4312983,1.8185605,1.8735268,1.8339645,1.6691401,2.302895,8.337504,4.2993994,3.913629,2.329432,2.2127957,2.1064234,1.7099912,1.6618091,1.227273,1.4226254,1.4653002,1.2230479,1.4489731,learner03,learner,6.672,5.095923261390888,154.61111386393296,64.75444854869211,513.5175691260947,9.563800921361734,53.93839915531302,0.013480385226604844,0.07135743643685291,916.9208811329828,1787.5566099242997,0.5129464857461566
-143.64357,48.4534,-34.57935,-10.635598,-1.0674373,-30.015223,6.5032053,-33.195477,4.1878505,-10.424253,-1.3340787,-4.0761867,-5.1230063,0.050101507,0.11971846,-0.0034170474,0.053860873,-0.04684595,-0.0067212502,-0.024306646,-0.020102926,-0.021921622,-0.03587876,0.001633201,-0.03388406,-0.038322486,0.00017127697,0.029469024,-0.024004206,0.011483096,-0.0036471852,-0.01316364,-0.0018645595,0.0068837707,0.010032918,0.020920748,0.014179597,-0.017293377,-0.0043325103,91.7174,32.911148,24.161282,24.039362,19.694502,13.291626,14.71143,11.629071,8.805448,10.721692,9.993603,8.3389,10.314055,13.360004,6.014471,4.608254,4.1564817,3.7046554,2.6135876,2.660894,2.0915647,1.7095274,2.120312,1.8987743,1.3613521,1.8569329,8.329792,3.4661148,2.9583852,2.3672526,2.2600513,1.8761239,1.7009225,1.5359402,1.0879203,1.1761782,1.2795577,1.0533712,1.3609811,learner03,learner,10.384,4.140986132511556,154.552760332211,74.91225651883703,503.3415548404829,9.079665557979988,45.70312984957026,0.016476525185732362,0.07896189262754766,861.5511677636808,1760.4746559646076,0.48938572608511405
